,source,author,title,description,url,urlToImage,publishedAt,content
39,"{'id': None, 'name': 'BMWBLOG'}",Josh Ryner,Why I Spent Months Choosing One Paint Color for My New BMW,"Every meaningful car begins long before the key changes hands. Some people remember the horsepower. Others remember the monthly payment. Years from now, I suspect I’ll remember a paint code. Not because it was expensive,...
First published by https://www.bmwb…",https://www.bmwblog.com/2026/06/27/mw-x2-m35i-rosso-corsa-military-sales-build/,https://cdn.bmwblog.com/wp-content/uploads/2026/06/bmw-x2-m35i-Rosso-Corsa-Red-02.jpg,2026-06-27T17:07:50Z,"Article Summary
<ul><li>Rather than buy a leftover X4 or accept its all-electric successor, the author special-ordered a BMW X2 M35i through BMW Military Sales in Germany, building the car from scra… [+23712 chars]"
40,"{'id': None, 'name': 'Meneame.net'}",tropezon,BYD ya vende más coches que Citroën en Europa y confirma el avance imparable de las marcas chinas,"BYD ha superado por primera vez a Citroën en ventas en Europa durante mayo, un hito que confirma el rápido avance de las marcas chinas en el continente. En ese mes, los fabricantes chinos matricularon 121.030 coches, un 97% más que el año anterior, alcanzando…",https://www.meneame.net/m/actualidad/byd-ya-vende-mas-coches-citroen-europa-confirma-avance-imparable,https://www.meneame.net/backend/media?type=link&id=4191744&version=0&ts=1782579786&image.webp,2026-06-27T17:00:08Z,
41,"{'id': None, 'name': 'Wonkette.com'}",Doktor Zoom,Nobody Wants These Goddamn Data Centers. Trump's Blowing $17.5 Billion On Nukes To Power Them,"Maybe the nuclear plants will all come online within a decade, on budget. Maybe atomic pigs will fly!",https://www.wonkette.com/p/nobody-wants-these-goddamn-data-centers,https://images.unsplash.com/photo-1591200834528-4050ce99fe78?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wzMDAzMzh8MHwxfHNlYXJjaHwzfHxudWNsZWFyJTIwcG93ZXJ8ZW58MHx8fHwxNzgyNDE2OTE5fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-06-27T16:30:04Z,"Americans are really, really not thrilled about the prospects of hundreds of new data centers being built so that AI can take their jobs, raise electricity rates, strain the grid, pollute the atmosph… [+11282 chars]"
42,"{'id': None, 'name': 'Gizmodo.com'}",Thomas Handley,Un accidente mortal vuelve a poner a Tesla en la mira: qué pasó con el sistema de asistencia activado,"Un Tesla Model 3 se estrelló contra una vivienda en Texas y provocó la muerte de Martha Avila, de 76 años. El conductor dijo que tenía activado un sistema de asistencia, mientras Tesla asegura que hubo intervención manual. El caso vuelve a poner bajo presión …",https://es.gizmodo.com/un-accidente-mortal-vuelve-a-poner-a-tesla-en-la-mira-que-paso-con-el-sistema-de-asistencia-activado-2000243535,https://es.gizmodo.com/app/uploads/2026/06/Gizmodo-32-5-1200x675.jpg,2026-06-27T16:18:05Z,"Un accidente fatal vuelve a poner a Tesla en el centro del debate
Tesla enfrenta una nueva investigación federal en Estados Unidos tras un accidente mortal ocurrido en Katy, Texas, un suburbio de Ho… [+4843 chars]"
43,"{'id': None, 'name': 'Finance.ua'}",Finance.UA,В каких регионах Украины чаще всего покупают электромобили,"В прошлом месяце украинцы приобрели 2652 электрокаров. Чаще авто на электротяге выбирают жители столицы, а также западных областей страны.",https://news.finance.ua/ru/v-kakih-regionah-ukrainy-chashhe-vsego-pokupayut-elektromobili,https://finance-news-media.fra1.cdn.digitaloceanspaces.com/prod/e/4/e44cbd836d90615561b55c2dabf5ed80,2026-06-27T16:08:00Z,"- , : magnific
<ul><li>   271 . (92% /);</li><li> .  213 . (73% /);</li><li> .  202 . (95% /);</li><li> .  195 . (95% /).</li></ul> Toyota bZ4X,   BYD Leopard 3,   BYD Sea Lion 06 EV.
 , Tesla Mode… [+91 chars]"
44,"{'id': None, 'name': 'CleanTechnica'}",Larry Evans,InterSolar Europe 2026 Key Takeaways,"The smarter E Europe 2026 happened this week in Munich, with the lead event of InterSolar Europe co-located with ess Europe, Power2Drive and EM-Power. Regardless of the intended organization of the conference and exhibitions, the lines between them have incre…",https://cleantechnica.com/2026/06/27/intersolar-europe-2026-key-takeaways/,https://cleantechnica.com/wp-content/uploads/2026/06/PXL_20260623_112841513-scaled.jpg,2026-06-27T16:07:07Z,"Support CleanTechnica's work through a Substack subscription or on Stripe.
The smarter E Europe 2026 happened this week in Munich, with the lead event of InterSolar Europe co-located with ess Europe… [+16915 chars]"
45,"{'id': None, 'name': 'Motorpasión'}",Alejandra Otero,No hay manera de vender la caravana más grande de Europa: la pagó a precio de Porsche 911 pero no le dan ni lo que cuesta un Dacia Sandero,"Su apodo es Black Beast y no hay otra igual: con sus 14 m de largo está considerada la caravana más larga de Europa. Se trata de la Polar Glacier, concebida por el fabricante camper sueco Polar como proyecto exclusivo. Por tanto no forma parte de una serie es…",https://www.motorpasion.com/furgonetas-y-caravanas/no-hay-manera-vender-caravana-grande-europa-pago-a-precio-porsche-911-no-le-dan-que-cuesta-dacia-sandero,https://i.blogs.es/8385f4/caravana-mas-grande-europa-01/840_560.jpeg,2026-06-27T16:00:14Z,"Su apodo es Black Beast y no hay otra igual: con sus 14 m de largo está considerada la caravana más larga de Europa. Se trata de la Polar Glacier, concebida por el fabricante camper sueco Polar como … [+4287 chars]"
46,"{'id': None, 'name': 'Caradisiac.com'}",Caradisiac.com,Comment la finance bride l’industrie automobile,Le décrochage boursier de l’ensemble des constructeurs provoqué par l’annonce le 16 juin par BMW d’un nouvel avertissement sur ses résultats n’a rien de surprenant. Cet épisode qui inquiète tout le secteur résonne comme le prix à payer de la financiarisation …,https://www.caradisiac.com/comment-la-finance-bride-l-industrie-automobile-222791.htm,https://images.caradisiac.com/logos/4/9/0/4/294904/S8-comment-la-finance-bride-l-industrie-automobile-222791.jpg,2026-06-27T15:25:00Z,"Les constructeurs européens ne savent plus où donner de la tête. Ils doivent gérer simultanément le ralentissement de la croissance économique, la transition accélérée vers lélectrique, les conséquen… [+3884 chars]"
47,"{'id': None, 'name': 'Noticiasautomotivas.com.br'}",Eber do Carmo,"EUA começam a reescrever regras para robotáxis e abrem caminho a carros sem comandos tradicionais, com o Tesla Cybercab podendo rodar sem pedal de freio","Robotáxis sem motorista podem ganhar caminho regulatório mais livre nos Estados Unidos, começando por uma peça básica: o pedal de freio.",https://www.noticiasautomotivas.com.br/eua-comecam-a-reescrever-regras-para-robotaxis-e-abrem-caminho-a-carros-sem-comandos-tradicionais-com-o-tesla-cybercab-podendo-rodar-sem-pedal-de-freio/,https://images.noticiasautomotivas.com.br/img/f/waymo-taxi-destruido.jpg,2026-06-27T15:00:38Z,"waymo taxi destruido
Robotáxis sem motorista podem ganhar caminho regulatório mais livre nos Estados Unidos, começando por uma peça básica: o pedal de freio.
O Departamento de Transporte dos Estado… [+4640 chars]"
48,"{'id': None, 'name': 'Kommersant.ru'}",,Учение Маска всесильно // Как самый богатый человек в мире борется за светлое будущее для себя и остальных,"К 55 годам (столько ему исполняется 28 июня) Илон Маск достиг многого. А обещает достичь гораздо большего. И когда все его прогнозы сбудутся, роботы будут все делать за человека, а люди будут жить почти вечно — на Земле, Луне и Марсе, не нуждаться в деньгах, …",https://www.kommersant.ru/doc/8765297,https://im2.kommersant.ru/SocialPics/8765297_49_3145430_1180026713,2026-06-27T15:00:20Z,"55 ( 28 ) . . , , , , , . . «» , .
: 
« : 10 » ( The Wall Street Journal, 26 2011 ).
« : , -, - .
 , , , 
 , , 
 , $10  
 , $200 ., , , ». ( , . 2016 ).
« ... , , , , ( )
 , . 2022 . . .
, … [+3049 chars]"
49,"{'id': None, 'name': 'OilPrice.com'}",OilPrice.com,The AI Power Crisis Is Creating a Massive New Market for Fuel Cells,"Data center developers are scrambling for reliable power, turning away from congested grids and toward on-site fuel cells. Rystad Energy research and analysis projects a tenfold increase in fuel cell market revenues by 2030, rising from around $2.8 billion in…",https://oilprice.com/Energy/Energy-General/The-AI-Power-Crisis-Is-Creating-a-Massive-New-Market-for-Fuel-Cells.html,https://d32r1sh890xpii.cloudfront.net/article/1200x675/2026-06-25_6572othlbg.jpg,2026-06-27T15:00:00Z,"One small company quietly built…
Tesla signed a multi-year agreement…
Turkey and Australia are making…
Set us as your preferred Google source
By Rystad Energy - Jun 27, 2026, 10:00 AM CDTData cen… [+3577 chars]"
50,"{'id': None, 'name': 'Lavozdegalicia.es'}",La Voz,Arde un camión cargado de vehículos eléctricos en la A-52 en Cualedro,Varios particulares informaron de la gravedad de la situación mientras el conductor del camión trató de sofocar las llamas que devoraron a los coches de marca Tesla,https://www.lavozdegalicia.es/noticia/ourense/2026/06/27/arde-camion-transportaba-vehiculos-electricos-a-52-cualedro/00031782569732119329910.htm,https://img.lavdg.com/sc/R5gvAN4TR0wQe3uSBiplZ4uVCG0=/1280x/2026/06/27/00121782569762493569433/Foto/kshdfldiu.jpg,2026-06-27T14:56:00Z,Un incidente afectó al tráfico a las puertas del mediodía este sábado en la A-52. Un camión que transportaba varios coches Tesla quedó completamente envuelto en llamas mientras circulaba por Cualedro… [+1825 chars]
51,"{'id': None, 'name': 'Freerepublic.com'}",Texas Public Policy Foundation,What’s Next for Wealthy Texas Islamism?,"Given this wealth, on top of more mosques and bigger mosques, along with schools, seminaries, and activist organizations, what is next for Texas Islamism? Tom Facchine gave his talk at a Houston mosque, the River Oaks Islamic Center, at an event co-organized …",https://freerepublic.com/focus/f-bloggers/4385677/posts,,2026-06-27T14:53:19Z,"Skip to comments.
Whats Next for Wealthy Texas Islamism?Texas Public Policy Foundation ^
 | Sam Westrop
Posted on 06/27/2026 7:53:19 AM PDT by ma_che62
Given this wealth, on top of more mosques a… [+5489 chars]"
52,"{'id': 'bild', 'name': 'Bild'}",Lars Jakumeit,Model 3 im Gebraucht-Check - Dieser Tesla ist besser als sein Ruf,"Tesla Model 3 bietet starke Performance, regelmäßige Software-Updates, dichtes Supercharger-Netz und solide Garantien.",https://www.bild.de/leben-wissen/auto/tesla-model-3-ueberrascht-der-e-pioneer-ueberzeugt-im-gebraucht-check-6a350ce6af14c0b52895f7e3,"https://images.bild.de/6a350ce6af14c0b52895f7e3/18d62f4c5e72834753cd3add42fb54b1,9cc67c1c?w=1280",2026-06-27T14:47:38Z,"TTS-Player überspringenArtikel weiterlesenDie Zukunft fährt sich günstiger als gedacht zumindest beim Tesla Model 3. Einst als 35.000-Dollar-Revolution angekündigt, startete das Elektroauto holprig m… [+2697 chars]"
53,"{'id': None, 'name': 'Bringatrailer.com'}",bringatrailer,2022 Porsche Taycan 4 Cross Turismo,"This 2022 Porsche Taycan 4 Cross Turismo was purchased by the seller last year as a Certified Pre-Owned vehicle, and it is finished in Neptune Blue over black leather. The car is powered by two AC permanent synchronous electric motors, which drive the front w…",https://bringatrailer.com/listing/2022-porsche-taycan-4-cross-turismo-19/,https://bringatrailer.com/wp-content/uploads/2026/06/1000014097-scaled-copy-2026-06-26-uwt-83229.jpg,2026-06-27T14:20:05Z,"This 2022 Porsche Taycan 4 Cross Turismo was purchased by the seller last year as a Certified Pre-Owned vehicle, and it is finished in Neptune Blue over black leather. The car is powered by two AC pe… [+2693 chars]"
54,"{'id': None, 'name': 'Everyeye.it'}",Alessio Marino,"Chip 0,7nm: Elon Musk boccia IBM, ""è un nome fuorviante""","Elon Musk critica IBM per l'uso di termini tecnici ritenuti fuorvianti nell'annuncio della nuova tecnologia di chip a 0,7nm.Elon Musk ha pubblicamente criticato il recente annuncio di IBM inerente alla sua nuova tecnologia di produzione di chip a 0,7nm. Il CE…",https://tech.everyeye.it/notizie/chip-0-7nm-elon-musk-boccia-ibm-e-fuorviante-886917.html,https://images.everyeye.it/img-notizie/chip-0-7nm-elon-musk-boccia-ibm-E-fuorviante-v3-886917.jpg,2026-06-27T14:02:00Z,"Elon Musk ha pubblicamente criticato il recente annuncio di IBM inerente alla sua nuova tecnologia di produzione di chip a 0,7nm. Il CEO di SpaceX e Tesla, in particolare, ha messo in discussione la … [+1633 chars]"
55,"{'id': None, 'name': 'Noticiasautomotivas.com.br'}",Eber do Carmo,"Com rivais chinesas e a Tesla acelerando em software, Honda, Nissan e Mitsubishi negociam um cérebro eletrônico comum para cortar custos",A próxima disputa das montadoras japonesas pode passar menos pela carroceria e mais pelo cérebro eletrônico que comandará seus futuros modelos.,https://www.noticiasautomotivas.com.br/com-rivais-chinesas-e-a-tesla-acelerando-em-software-honda-nissan-e-mitsubishi-negociam-um-cerebro-eletronico-comum-para-cortar-custos/,https://images.noticiasautomotivas.com.br/img/f/nissan-honda-mitsubishi.jpg,2026-06-27T14:00:12Z,"nissan honda mitsubishi
A próxima disputa das montadoras japonesas pode passar menos pela carroceria e mais pelo cérebro eletrônico que comandará seus futuros modelos.
Honda, Nissan e Mitsubishi es… [+3600 chars]"
56,"{'id': None, 'name': 'Dailymail.com'}",Kylie Stevens,Salim Mehajer breaks silence after he was accused of damaging the letterbox at his former Lidcombe home while retrieving his mail,Police allege that the one-time deputy mayor was captured on CCTV at his former Lidcombe home shortly before 10pm on Thursday 'bending and manipulating' the letterbox.,https://www.dailymail.com/news/article-15934605/Salim-Mehajer-bail-damaged-letterbox-lidcombe.html,https://i.dailymail.com/1s/2026/06/27/14/109640579-0-image-m-87_1782567242042.jpg,2026-06-27T13:53:22Z,"Former deputy mayor Salim Mehajer has taken to social media to share his side of the story after he was accused of breaking into and damaging the letterbox at his former western Sydney home.
The con… [+3522 chars]"
57,"{'id': None, 'name': 'Freerepublic.com'}",Financial Times,Chinese carmakers ‘knocking at US gate’ from Mexico and Canada; Beijing-subsidised vehicles emerge as flashpoint in North American trade relationship,"Chinese cars are increasingly driving a wedge between the US, Mexico and Canada ahead of a July 1 deadline to renew North America’s faltering free-trade pact, deepening a rift already torn open by Donald Trump’s tariffs. The US is the only major market Chines…",https://freerepublic.com/focus/f-news/4385669/posts,,2026-06-27T13:45:11Z,"Skip to comments.
Chinese carmakers knocking at US gate from Mexico and Canada; Beijing-subsidised vehicles emerge as flashpoint in North American trade relationshipFinancial Times ^
 | 6/26/26
 |… [+4152 chars]"
58,"{'id': None, 'name': 'futurezone.at'}",futurezone.at,Warum Tesla plötzlich wieder mehr Autos in Europa verkauft,Entwickeln sich Teslas in Europa wieder vom Flopp zum Kassenschlager? Aktuell scheint es trotz Elon Musk gut zu laufen.,https://futurezone.at/produkte/europa-tesla-verkaeufe-anstieg-2026/403173049,https://image.futurezone.at/images/facebook/3591268/tesla-2.jpg?versionId=2ae47d84aab0,2026-06-27T13:36:52Z,Entwickeln sich Teslas in Europa wieder vom Flopp zum Kassenschlager? Aktuell scheint es trotz Elon Musk gut zu laufen.
59,"{'id': None, 'name': 'PRNewswire'}",,Funded 100% Within One Hour: The Innovation Behind DESLOC V150 Plus,"A category-defining upgrade for the front door — much like how Tesla redefined automotive energy, the V150 Plus introduces a new era of low-maintenance, eco-conscious home access with solar power, 3D face recognition, and AI-powered curved fingerprint sensor …",https://www.prnewswire.com/news-releases/funded-100-within-one-hour-the-innovation-behind-desloc-v150-plus-302812577.html,https://mmx.prnewswire.com/media/MS1874219/2e75fd27373241eb923c0b82d0a4e7a3.jpg?id=OA2742052&p=facebook,2026-06-27T13:21:00Z,"A category-defining upgrade for the front door much like how Tesla redefined automotive energy, the V150 Plus introduces a new era of low-maintenance, eco-conscious home access with solar power, 3D f… [+5320 chars]"
60,"{'id': None, 'name': 'Iltalehti.fi'}",,Mikä on kaikkein amerikkalaisin automalli? Top 10 -listalle kiipesi yllättävän monta japanilaista autoa,"Amerikkalaisimpien autojen listan ykkönen on yhdysvaltalainen merkki, mutta merkittävä osa sadan auton listauksen amerikkalaisimmista on japanilaisia brändejä. Tesla on Amerikan amerikkalaisin auto, kun kriteereinä ovat autojen valmistuksessa käytettävien osi…",https://www.iltalehti.fi/autouutiset/a/c5717cbb-bdab-4cbc-bd91-43f7a83cfcb0,"https://img.ilcdn.fi/GdsIOjvBeGIs7NFyHxQbq2cr_QA=/0x64:3000x1938/1200x630/top/filters:watermark(assets.ilcdn.fi/ilsome_v2.jpg,25,0,0)/img-s3.ilcdn.fi/9dfc2cc4d40a1a451ff23eb9767ed0d5e844d9b33f3d41dd3a6b8f1fd0459fb1.jpg",2026-06-27T13:17:40Z,"Tesla on Amerikan amerikkalaisin auto, kun kriteereinä ovat autojen valmistuksessa käytettävien osien määrä ja sikäläisen työn osuus autojen kokoonpanosta.
Sijoitus Cars.comin American Made Indexin … [+2958 chars]"
61,"{'id': None, 'name': 'Onliner.by'}",Onliner | Авто,На трассе Минск — Дзержинск столкнулись шесть автомобилей,Массовое ДТП произошло утром 27 июня в Дзержинском районе. На трассе Р-1 (Минск — Дзержинск) столкнулись сразу шесть автомобилей.Читать далее…,https://auto.onliner.by/2026/06/27/stolknulis-6-avtomobilej,https://content.onliner.by/news/default/ff3047820eb72f635a65c3a0a5f07d8a.jpg,2026-06-27T13:12:57Z,"27  . -1 (  ) .
 , 11:30 26-  22- Tesla Porsche, 31- . BMW, Lancia, Citroen Chevrolet.
 Porsche .
 .
 ? -."
62,"{'id': 'business-insider', 'name': 'Business Insider'}","Jake Gabbard,Rachel Cohn,Tyler Merkel","How America's first fine dining restaurant, Delmonico's, serves 400 pounds of steak a day","Founded in 1837, Delmonico's is a living piece of American culinary history.",https://www.businessinsider.com/inside-americas-first-fine-dining-restaurant-delmonicos-2026-6#article,https://www.businessinsider.com/public/assets/logos/og-image-logo-social.png?v=2023-11,2026-06-27T13:00:01Z,"Of the nearly 750,000 restaurants across the United States, only one can claim it started it all.Founded in 1837, Delmonico's isn't just a restaurant, it's a living piece of American culinary history… [+357 chars]"
63,"{'id': None, 'name': 'Electrek'}",Jo Borrás,Mercedes posts Tesla-like efficiency hauling 36 tons through a German winter,"Despite the rapidly growing number of heavy-duty EVs on western roads, a number of myths still persist about range, charging infrastructure, and economic viability. To combat those myths, Mercedes-Benz is sharing real-world data from 80 of its deployed electr…",http://electrek.co/2026/06/27/mercedes-posts-tesla-like-efficiency-hauling-36-tons-through-a-german-winter/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2026/06/mercedes-semi.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,2026-06-27T12:48:45Z,"Despite the rapidly growing number of heavy-duty EVs on western roads, a number of myths still persist about range, charging infrastructure, and economic viability. To combat those myths, Mercedes-Be… [+3869 chars]"
64,"{'id': None, 'name': 'Devdiscourse'}",Devdiscourse News Desk,Tesla's Steering Saga: Investigation Closed Post Recall | Business,"U.S. regulators have concluded their investigation into Tesla's power steering issue after the company addressed the problem with a recall impacting over 376,000 Model 3 and Model Y vehicles. The National Highway Traffic Safety Administration (NHTSA) cited Te…",https://www.devdiscourse.com/article/business/3941646-teslas-steering-saga-investigation-closed-post-recall,https://www.devdiscourse.com/img?imageUrl=https://devdiscourse.blob.core.windows.net/imagegallery/27_06_2019_18_36_44_9180289.png&width=920&format=jpeg,2026-06-27T12:22:47Z,"U.S. safety regulators announced on Saturday the closure of their probe into Tesla vehicles, addressing concerns over power steering loss following a company recall last year. The National Highway Tr… [+1099 chars]"
65,"{'id': None, 'name': 'N-tv.de'}",Patrick Broich,"Ist das ein Ufo oder ein Auto?: Raumschiff Xpeng X9 baggert mit Designsprache, Luxus und Tempo",Xpeng bekommt Familienzuwachs und installiert einen großen Tourer. Damit bekommen Konsorten wie Lexus und Mercedes Wettbewerb. Ist die chinesische Ausgabe besser als LM oder der brandneue VLE? Günstiger jedem Fall. ntv.de war mit ihm auf Langstrecke.,https://www.n-tv.de/auto/Raumschiff-Xpeng-X9-baggert-mit-Designsprache-Luxus-und-Tempo-id31015563.html,https://www.n-tv.de/img/31015569/1782456962/Img_16_9/1200/Xpeng_X9_VO.jpg,2026-06-27T12:12:24Z,"Was die Front angeht, waren die Xpeng-X9-Designer einfallslos und haben offenbar bei Tesla abgeschaut. Zum Glück gibt es ja auch noch andere Perspektiven. (Foto: Xpeng)
Xpeng bekommt Familienzuwachs… [+6238 chars]"
66,"{'id': None, 'name': 'Biztoc.com'}",investors.com,"Dow Jones Futures: Market At Tipping Point, Here's What To Do. Eli Lilly Soars, Tesla On Tap","Access to this page has been denied because we believe you are using automation tools to browse the website.
This may happen as a result of the following:
- Javascript is disabled or blocked by an extension (ad blockers for example)
- Your browser does not su…",https://biztoc.com/x/a6592126181290d9,https://biztoc.com/cdn/995/og.png,2026-06-27T12:08:23Z,Access to this page has been denied because we believe you are using automation tools to browse the website.This may happen as a result of the following:- Javascript is disabled or blocked by an exte… [+140 chars]
67,"{'id': None, 'name': 'iPhone in Canada'}",John Quintet,Google Maps Can Now Predict Tesla Supercharger Availability Before You Arrive,"Tesla just rolled out a new feature that finally answers the one question every EV road tripper actually cares about: will there be a spot open when I get there? For years, tracking Tesla Superchargers on Google Maps was basically a guessing game. You’d see a…",https://www.iphoneincanada.ca/2026/06/27/google-maps-predict-tesla-supercharger-availability/,https://cdn.iphoneincanada.ca/wp-content/uploads/2026/06/tesla-google-maps-1.jpeg,2026-06-27T12:00:45Z,"Tesla just rolled out a new feature that finally answers the one question every EV road tripper actually cares about: will there be a spot open when I get there?
For years, tracking Tesla Supercharg… [+1547 chars]"
68,"{'id': None, 'name': 'Journal du geek'}",Olivier,Xiaomi invente le robot qui branche votre voiture électrique à votre place,"Sortir de sa voiture et brancher un câble de recharge demande généralement entre cinq et dix secondes d'effort. Manifestement, c'est encore trop. Xiaomi a dévoilé un bras robotisé capable de recharger automatiquement une voiture électrique sans que son propri…",https://www.journaldugeek.com/2026/06/27/xiaomi-invente-le-robot-qui-branche-votre-voiture-electrique-a-votre-place/,https://www.journaldugeek.com/app/uploads/2026/06/xiaomi-1600x900.jpg,2026-06-27T12:00:28Z,"Les constructeurs automobiles passent beaucoup de temps à imaginer la voiture du futur. Conduite autonome, stationnement automatique, assistants vocaux dopés à l’IA et désormais recharge robotisée. X… [+2721 chars]"
69,"{'id': None, 'name': 'PCMag.com'}",Michael Lydick,The US Used to Demand the Best Tech. Now We Ban It,"China and other nations have access to increasingly advanced and affordable technology, notably electric vehicles. Meanwhile, America is watching the future drive by.
At the 2024 Aspen Ideas Festival, Jim Farley, the CEO of Ford, spoke with unexpected candor …",https://uk.pcmag.com/cars-auto/165885/the-us-used-to-demand-the-best-tech-now-we-ban-it,https://sm.pcmag.com/t/pcmag_uk/opinion/t/the-us-use/the-us-used-to-demand-the-best-tech-now-we-ban-it_gm8x.1200.jpg,2026-06-27T11:53:48Z,"At the 2024 Aspen Ideas Festival, Jim Farley, the CEO of Ford, spoke with unexpected candor about the Xiaomi SU7, a Chinese electric car he had managed to import from Shanghai to Chicago. I dont want… [+10051 chars]"
70,"{'id': None, 'name': 'CNET'}",Omar Gallaga,Polestar Faces a Ban on Selling Its EVs in the US,Regulators are putting the kibosh on sales of the automaker's upcoming EV models because of its ties to China.,https://www.cnet.com/roadshow/news/polestar-ev-ban-commerce-department-volvo-china/,https://www.cnet.com/a/img/resize/08841ec63159b03e4fdf3024b8e326aa22b9532f/hub/2026/06/26/543ec49b-c3e1-41a2-bc82-20d93e860d87/polestar4-press-image.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-27T11:38:21Z,Automaker Polestar will not be allowed to sell its 2027 models and beyond in the US after the US Department of Commerce's Bureau of Industry and Security banned those sales over concerns about Chines… [+2807 chars]
71,"{'id': None, 'name': 'Biztoc.com'}",newser.com,"After Tesla Fatally Crashes Into Home, Outrage on Capitol Hill","A deadly Texas crash involving a Tesla has a US senator accusing the company of experimenting on the public and dodging responsibility, NBC News reports. Sen. Richard Blumenthal of Connecticut is urging federal regulators to move faster and ""hold Tesla accoun…",https://biztoc.com/x/cede5d44cd92f5eb,https://biztoc.com/cdn/cede5d44cd92f5eb_s.webp,2026-06-27T11:36:36Z,"A deadly Texas crash involving a Tesla has a US senator accusing the company of experimenting on the public and dodging responsibility, NBC News reports. Sen. Richard Blumenthal of Connecticut is urg… [+151 chars]"
72,"{'id': None, 'name': 'MarketWatch'}",Christine Idzelis,It’s a tale of two S&P 500s as rotation out of top tech stocks shifts into overdrive,The equal-weighted version of the S 500 outperformed its traditional capitalization-weighted sibling this week by the widest margin in six years.,https://www.marketwatch.com/story/its-a-tale-of-two-s-p-500s-as-rotation-out-of-top-tech-stocks-shifts-into-overdrive-5254207f,https://s.yimg.com/lo/mysterio/api/BF51C69C2B509082C949C38906804CE59F6FCE11D78D7C48271079A680D944EC/subgraphmysterio/resizefill_w1200_h600;quality_80;format_webp/https:%2F%2Fmedia.zenfs.com%2Fen%2Fmarketwatch_hosted_869%2Fc7ff93b10b5df463c5a48dc1e794e328,2026-06-27T11:30:00Z,"The S&amp;P 500, with its increasingly outsized exposure to Big Tech stocks, fell this week. A variation on the U.S. benchmark index that is not weighted by market capitalization, though, managed a 1… [+3592 chars]"
73,"{'id': None, 'name': 'Protothema.gr'}",,Ποια μοντέλα διακρίνονται σε πωλήσεις στην Ευρώπη;,Να λοιπόν που βρήκαμε ποια είναι τα best sellers που προτιμούν οι Ευρωπαίοι. Υπάρχει αυτοκίνητο που σημείωσε άνοδο 1.434% σε σχέση με τον Μάιο του 2025... | Car,https://www.protothema.gr/car-and-speed/article/1840866/poia-modela-diakrinodai-se-poliseis-stin-europi/,https://www.protothema.gr/images/640x360share/jpg/files/2026-06-25/260624111813_2-poia-montela-span.jpg,2026-06-27T11:30:00Z,",    . ,  best seller ,  , 5 , .      Dacia Sandero,  19.685 . , 0,8%. , 2026 , 87.824 .
   VW T-Roc,  17.419   , -5,7% 2025. 
   Tesla Model Y  17.202   , 68,2%.   VW Golf  17.198  ( 6% )    Peuge… [+929 chars]"
74,"{'id': None, 'name': 'Yahoo Entertainment'}",,SpaceX vs. Tesla: Here's Which Elon Musk Stock I'd Buy Right Now,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_147cac7b-f6dd-43d4-9ca6-3a6b2af385eb,,2026-06-27T11:27:00Z,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
75,"{'id': None, 'name': 'Teltarif.de'}",André Reinhardt,Xiaomi stellt Nürburgring-Rekord mit autonomem Auto auf,Ohne einen Piloten an Bord hat Xiaomi seinen per KI gesteuertem YU7 GT auf Rekordjagd geschickt. Der anspruchsvolle Nürburgring wurde erfolgreich absolviert.,https://www.teltarif.de/xiaomi-yu7-gt-nuerburgring-rekord-elektroauto-ki/news/104370.html,https://www.teltarif.de/img/arch/2026/kw26/xiaomi-yu7-gt-nuerburgring-rekord-elektroauto-ki-1og.jpg,2026-06-27T11:13:00Z,Xiaomi verkündet in einer Pres­semit­teilung einen bemer­kens­werten Erfolg beim autonomen Fahren. Der chine­sischen Elek­tronik­konzern setzte als erster Auto­mobil­bauer einen Runden­rekord mit ein… [+2528 chars]
76,"{'id': None, 'name': 'Yahoo Entertainment'}",Jared Blikre,This is not what a risk-off month usually looks like: Chart of the Day,Many of the market's biggest winners this month are hiding in places investors were not watching a month ago.,https://finance.yahoo.com/markets/article/this-is-not-what-a-risk-off-month-usually-looks-like-chart-of-the-day-110832956.html,https://s.yimg.com/lo/mysterio/api/450B624E9EA6C760DF38A5FFC809D8BF16F7D457E88B89CAD7527E005346BA1D/subgraphmysterio/resizefill_w1200_h664;quality_80;format_webp/https:%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2019-05%2Fb55877f0-837f-11e9-bdba-2cff767dbf54,2026-06-27T11:08:32Z,"Many of the market's biggest winners this month are hiding in places investors were not watching a month ago.
Small caps are beating midcaps, midcaps are beating large caps, and the equal-weight S&a… [+3043 chars]"
